  steps=1 bf16      acc None  nll 1.814  gen 0 (22s)
  steps=4 w3a       acc None  nll 5.529  fid 0.1610  gen 0 (89s)
  steps=4 w3g32     acc None  nll 1.449  fid 0.6147  gen 0 (88s)
  steps=4 w2a       acc None  nll 11.925  fid 0.0016  gen 0 (87s)
  steps=6 bf16      acc None  nll 0.881  gen 0 (112s)
  steps=6 w8t       acc None  nll 0.901  fid 0.9436  gen 0 (124s)
  steps=6 w8c       acc None  nll 0.873  fid 0.9976  gen 0 (120s)
  steps=6 w8a       acc None  nll 0.883  fid 0.9979  gen 0 (122s)
  steps=6 w6c       acc None  nll 0.894  fid 0.9773  gen 0 (120s)
  steps=6 w6a       acc None  nll 0.885  fid 0.9816  gen 0 (121s)
  steps=6 w5c       acc None  nll 0.870  fid 0.9265  gen 0 (118s)
  steps=6 w5a       acc None  nll 0.860  fid 0.9430  gen 0 (118s)
  steps=6 w4t       acc None  nll 12.900  fid 0.0029  gen 0 (118s)
  steps=6 w4c       acc None  nll 1.232  fid 0.7263  gen 0 (118s)
  steps=6 w4a       acc None  nll 1.442  fid 0.5090  gen 0 (120s)
  steps=6 w4g128    acc None  nll 0.875  fid 0.8757  gen 0 (124s)
  steps=6 w4g32     acc None  nll 0.879  fid 0.8963  gen 0 (122s)
  steps=6 w3c       acc None  nll 10.203  fid 0.0741  gen 0 (125s)
  steps=6 w3a       acc None  nll 5.569  fid 0.2218  gen 0 (125s)
  steps=6 w3g32     acc None  nll 2.113  fid 0.4432  gen 0 (123s)
  steps=6 w2a       acc None  nll 11.962  fid -0.0014  gen 0 (122s)
  steps=8 bf16      acc None  nll 0.897  gen 0 (145s)
  steps=8 w8t       acc None  nll 0.930  fid 0.9377  gen 0 (162s)
  steps=8 w8c       acc None  nll 0.887  fid 0.9968  gen 0 (159s)
  steps=8 w8a       acc None  nll 0.892  fid 0.9972  gen 0 (156s)
  steps=8 w6c       acc None  nll 0.902  fid 0.9718  gen 0 (156s)
  steps=8 w6a       acc None  nll 0.897  fid 0.9778  gen 0 (156s)
  steps=8 w5c       acc None  nll 0.889  fid 0.9197  gen 0 (156s)
  steps=8 w5a       acc None  nll 0.891  fid 0.9374  gen 0 (158s)
  steps=8 w4t       acc None  nll 12.815  fid 0.0036  gen 0 (156s)
  steps=8 w4c       acc None  nll 1.415  fid 0.6992  gen 0 (157s)
  steps=8 w4a       acc None  nll 1.762  fid 0.4922  gen 0 (155s)
  steps=8 w4g128    acc None  nll 0.899  fid 0.8654  gen 0 (152s)
  steps=8 w4g32     acc None  nll 0.884  fid 0.8854  gen 0 (150s)
  steps=8 w3c       acc None  nll 10.914  fid 0.0135  gen 0 (156s)
  steps=8 w3a       acc None  nll 5.864  fid 0.1953  gen 0 (154s)
  steps=8 w3g32     acc None  nll 2.473  fid 0.4498  gen 0 (176s)
  steps=8 w2a       acc None  nll 11.910  fid -0.0021  gen 0 (164s)
wrote /home/ubuntu/breadth/results/ouro14_gsm8k_s1_2_3_4_6_8_nogen.json 102
